Entity Name,Entity Description,Attribute Name,Attribute Description,Logical Data Type,Table Name ,Column Name,Physical Data Type,Null Option,Release,Is PK-FK
Service Request Severity Relation,,Service Request Severity Key,Generated Key based on Service Request Severity Source Id+Source System Code,BIGINT,SERV_RQST_SEVR_REL,SERV_RQST_SEVR_KEY,NUMBER(18),Not Null,R1,PK/FK
Service Request Status,The Entity describes the Service Request Statuses for Cases and Sub Cases.,Service Request Status Description,Service Request Status description,VARCHAR(255),SERV_RQST_STTS,SERV_RQST_STTS_DS,VARCHAR2(255),Null,R1,Non-Key
Service Request Status,The Entity describes the Service Request Statuses for Cases and Sub Cases.,Service Request Status Key,Generated Key based on Service Request Status Unique id+Source System Code,BIGINT,SERV_RQST_STTS,SERV_RQST_STTS_KEY,NUMBER(18),Not Null,R1,PK
Service Request Status,The Entity describes the Service Request Statuses for Cases and Sub Cases.,Service Request Status Source Identifier,additional natural id will be added with same name according to guidelines and LDM-PDM alignment,DECIMAL(18),SERV_RQST_STTS,SERV_RQST_STTS_SRCE_ID,NUMBER(18),Null,R1,Non-Key
Service Request Status Relation,,Service Request Status Key,Generated Key based on Service Request Status Unique id+Source System Code,BIGINT,SERV_RQST_STTS_REL,SERV_RQST_STTS_KEY,NUMBER(18),Not Null,R1,PK/FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Behaviour Text,"Internal field indicating the behavior of the subcase type; i.e., 1=normal,2=administrative subcase",VARCHAR(32),SERV_RQST_SUB_CASE,BHVR_TXT,VARCHAR2(32),Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Closing Employee Key,Closing Employee key,BIGINT,SERV_RQST_SUB_CASE,CLSE_EMPL_KEY,NUMBER(18),Not Null,R1,FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Current Queue Key,Generated Key based on Queue Source Id + Source System Code,BIGINT,SERV_RQST_SUB_CASE,CURR_QUE_KEY,NUMBER(18),Not Null,R1,FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Customer Group Identifier,Used to identify whether the record belongs to Group Consumer or Group Enterprise.,INTEGER,SERV_RQST_SUB_CASE,CUST_GRP_ID,NUMBER(9),Not Null,R2,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Employee Originator Key,Employee Originator Key,BIGINT,SERV_RQST_SUB_CASE,EMPL_ORIG_KEY,NUMBER(18),Not Null,R1,FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Employee Owner Key,Employee Owner Key,BIGINT,SERV_RQST_SUB_CASE,EMPL_OWN_KEY,NUMBER(18),Not Null,R1,FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Last Modified Timestamp,"The date and time when object is saved

In the Current Table - this will represent the last Updated Subcase",TIMESTAMP(6),SERV_RQST_SUB_CASE,LAST_MDFY_TS,TIMESTAMP(6),Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Required Date Time Key,Generated Key based on Date Key coming from ODS. If the date keys are in YYYYMMDD24HHMISS/YYYYMMDD format already coming in from ODS then populate the same as straight move in EDW.,INTEGER,SERV_RQST_SUB_CASE,REQR_DATE_TIME_KEY,NUMBER(10),Not Null,R1,FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Required Timestamp,Date and time task must be completed,TIMESTAMP(6),SERV_RQST_SUB_CASE,REQR_TS,TIMESTAMP(6),Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Service Request Case Key,related case,BIGINT,SERV_RQST_SUB_CASE,SERV_RQST_CASE_KEY,NUMBER(18),Not Null,R1,FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Service Request Sub Case Key,Generated key based on Service Request Sub Case Key + Source System Code,BIGINT,SERV_RQST_SUB_CASE,SERV_RQST_SUB_CASE_KEY,NUMBER(18),Not Null,R1,PK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Service Request Sub Case Source Identifier,Unique Key of the table based on subcase objid which is a technical key (not a natural key),BIGINT,SERV_RQST_SUB_CASE,SERV_RQST_SUB_CASE_SRCE_ID,NUMBER(18),Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Sub Case Close Date Time Key,Generated Key based on Date Key coming from ODS. If the date keys are in YYYYMMDD24HHMISS/YYYYMMDD format already coming in from ODS then populate the same as straight move in EDW.,INTEGER,SERV_RQST_SUB_CASE,SUB_CASE_CLSE_DATE_TIME_KEY,NUMBER(10),Not Null,R1,FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Sub Case Close Timestamp,Close time of the Case,TIMESTAMP(6),SERV_RQST_SUB_CASE,SUB_CASE_CLSE_TS,TIMESTAMP(6),Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Sub Case Elapsed Time Minutes Count,Elapsed time in minutes.elapsed_time/60,DECIMAL(18),SERV_RQST_SUB_CASE,SUB_CASE_ELPS_TIME_MINT_CNT,DECIMAL(18),Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Sub Case Identifier,"Subcase unique ID number, Natural Key",VARCHAR(32),SERV_RQST_SUB_CASE,SUB_CASE_ID,VARCHAR2(32),Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Sub Case Open Timestamp,The date and time the subcase was created,TIMESTAMP(6),SERV_RQST_SUB_CASE,SUB_CASE_OPEN_TS,TIMESTAMP(6),Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Sub Case Priority Key,Generated Key based on Service Request Priority Source Identifier+Source System Code,BIGINT,SERV_RQST_SUB_CASE,SUB_CASE_PRIT_KEY,NUMBER(18),Not Null,R1,FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Sub Case Severity Key,Generated Key based on Service Request Severity Source Id+Source System Code,BIGINT,SERV_RQST_SUB_CASE,SUB_CASE_SEVR_KEY,NUMBER(18),Not Null,R1,FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Sub Case Status Key,Generated Key based on Service Request Status Unique id+Source System Code,BIGINT,SERV_RQST_SUB_CASE,SUB_CASE_STTS_KEY,NUMBER(18),Not Null,R1,FK
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Sub Case Title Name,Subcase title,VARCHAR(255),SERV_RQST_SUB_CASE,SUB_CASE_TITL_NM,VARCHAR2(255),Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Sub Case Type Identifier,,VARCHAR(32),SERV_RQST_SUB_CASE,SUB_CASE_TYPE_ID,VARCHAR2(32),Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Total Phone Time Minutes Count,Total Phone Time Spent On Subcase,"DECIMAL(18,2)",SERV_RQST_SUB_CASE,TOTL_PHN_TIME_MINT_CNT,"NUMBER(18,2)",Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Total Research Time Minutes Count,"Elapsed time spent doing research for the
case or subcase; calculated from research
logs in seconds","DECIMAL(18,2)",SERV_RQST_SUB_CASE,TOTL_RSCH_TIME_MINT_CNT,"NUMBER(18,2)",Null,R1,Non-Key
Service Request Sub Case,"The SubCase Manages additional information about tasks that are being delgated within the scope of a specific case..

The use of Cases and subcases is very different at different operators and should be customised accordingly.",Warning Timestamp,SubCase Type: general or administrative,TIMESTAMP(6),SERV_RQST_SUB_CASE,WARN_TS,TIMESTAMP(6),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 1 Description,Service request type1 description,VARCHAR(255),SERV_RQST_TYPE,SERV_RQST_TYPE_1_DS,VARCHAR2(255),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 1 Identifier,Service Request Type1 ID,VARCHAR(255),SERV_RQST_TYPE,SERV_RQST_TYPE_1_ID,VARCHAR2(255),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 1 Source Identifier,Service Request Type 1 unique Id,BIGINT,SERV_RQST_TYPE,SERV_RQST_TYPE_1_SRCE_ID,NUMBER(18),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 1 State Code,Service Request type1 state,VARCHAR(15),SERV_RQST_TYPE,SERV_RQST_TYPE_1_STAT_CD,VARCHAR2(15),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 2 Description,Service request type2 description,VARCHAR(255),SERV_RQST_TYPE,SERV_RQST_TYPE_2_DS,VARCHAR2(255),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 2 Identifier,Service Request Type2 ID,VARCHAR(255),SERV_RQST_TYPE,SERV_RQST_TYPE_2_ID,VARCHAR2(255),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 2 Source Identifier,Service Request Type2 unique Id,BIGINT,SERV_RQST_TYPE,SERV_RQST_TYPE_2_SRCE_ID,NUMBER(18),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 2 State Code,Service Request type2 state,VARCHAR(15),SERV_RQST_TYPE,SERV_RQST_TYPE_2_STAT_CD,VARCHAR2(15),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 3 Description,Service request type3 description,VARCHAR(255),SERV_RQST_TYPE,SERV_RQST_TYPE_3_DS,VARCHAR2(255),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 3 Identifier,Service Request Type3 ID,VARCHAR(255),SERV_RQST_TYPE,SERV_RQST_TYPE_3_ID,VARCHAR2(255),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 3 Source Identifier,Service Request Type 3 unique Id,BIGINT,SERV_RQST_TYPE,SERV_RQST_TYPE_3_SRCE_ID,NUMBER(18),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type 3 State Code,Service Request type1 state,VARCHAR(15),SERV_RQST_TYPE,SERV_RQST_TYPE_3_STAT_CD,VARCHAR2(15),Null,R1,Non-Key
Service Request Type,"The Entity Describes the the possible service request types

Incident – Related to Service/Network or Device.
Billing – Related to customer and billing items (financial account, billing arrangement, subscription). Two types of billing cases supported
Credit case –Used when user is not authorized to credit customer and approval for credit is required
Dispute case – Used when customer challenges charge in invoice and requests to be reimbursed for it
Collection – Specific case types for handling collection activities. Collection cases are created only by the collection system. The user won’t be able to manually create collection cases from CRM front end. Also collection case types are not configurable",Service Request Type Key,"Generated Key on the basis of Service Request Type 1 source id,
Service Request Type 2 source id,
Service Request Type 3 source id and Source System Code",INTEGER,SERV_RQST_TYPE,SERV_RQST_TYPE_KEY,NUMBER(18),Not Null,R1,PK
Service Request Type Relation,,Service Request Type Key,"Generated Key on the basis of Service Request Type 1 source id,
Service Request Type 2 source id,
Service Request Type 3 source id and Source System Code",INTEGER,SERV_RQST_TYPE_REL,SERV_RQST_TYPE_KEY,NUMBER(18),Not Null,R1,PK/FK
Site,A facility or location where business activities occur and parts are located,Address Key,Fax,BIGINT,SITE,ADDR_KEY,NUMBER(18),Not Null,R1+R2,FK
Site,A facility or location where business activities occur and parts are located,Fax Identifier,Site fax number,VARCHAR(32),SITE,FAX_ID,VARCHAR2(32),Null,R1,Non-Key
Site,A facility or location where business activities occur and parts are located,Location Type Code,values: Vendor or Dealer,VARCHAR(255),SITE,LCTN_TYPE_CD,VARCHAR2(255),Null,R1,Non-Key
Site,A facility or location where business activities occur and parts are located,Phone Identifier,Phone,VARCHAR(32),SITE,PHN_ID,VARCHAR2(32),Null,R1,Non-Key
Site,A facility or location where business activities occur and parts are located,Parent Site Key,Parent Site of this site (Vendor site which is parent of Dealer site),BIGINT,SITE,PRNT_SITE_KEY,NUMBER(18),Not Null,R1,FK
Site,A facility or location where business activities occur and parts are located,Sales/Service Channel Key,Generated Based on Sales/Service Channel Source Id + Source System Code,BIGINT,SITE,SALE_SERV_CHNL_KEY,NUMBER(18),Not Null,R1+R2,FK
Site,A facility or location where business activities occur and parts are located,Site Group Name,Site Group Name,VARCHAR(255),SITE,SITE_GRP_NM,VARCHAR2(255),Null,R1,Non-Key
Site,A facility or location where business activities occur and parts are located,Site Identifier,Unique site number assigned,VARCHAR(255),SITE,SITE_ID,VARCHAR2(255),Null,R1,Non-Key
Site,A facility or location where business activities occur and parts are located,Site Key,Generated Key based on Site Source Id + Source System Code,BIGINT,SITE,SITE_KEY,NUMBER(18),Not Null,R1,PK
Site,A facility or location where business activities occur and parts are located,Site Name,Site Name,VARCHAR(255),SITE,SITE_NM,VARCHAR2(255),Null,R1,Non-Key
Site,A facility or location where business activities occur and parts are located,Site Source Identifier,additional natural id will be added with same name according to guidelines and LDM-PDM alignment,DECIMAL(18),SITE,SITE_SRCE_ID,NUMBER(18),Null,R1,Non-Key
Site,A facility or location where business activities occur and parts are located,Site Status Code,"Status of site; i.e., 0=active, 1=inactive,
2=obsolete, default=0",DECIMAL(18),SITE,SITE_STTS_CD,NUMBER(18),Null,R1,Non-Key
Site,A facility or location where business activities occur and parts are located,Site Type Code,Central WH / Call Center / Globe Store,VARCHAR(15),SITE,SITE_TYPE_CD,VARCHAR2(15),Null,R1,Non-Key
Site,A facility or location where business activities occur and parts are located,Store Type Code,Store Type,VARCHAR(255),SITE,STOR_TYPE_CD,VARCHAR2(255),Null,R1,Non-Key
Sla Milestone,This is the reference entity for the milestones defined in CRM SLM,Fix Sla Milestone Flag,"Indicates if milestone should be monitored as the fix milestone
0=No 
1=Yes",BOOLEAN,SLA_MLST,FIX_SLA_MLST_FLG,NUMBER(2),Null,R1,Non-Key
Sla Milestone,This is the reference entity for the milestones defined in CRM SLM,Sla Mandatory Milestone Flag,"Indicates whether the milestone is mandatory or optional (optional milestones can be skipped)
0=No
1=Yes",BOOLEAN,SLA_MLST,SLA_MAND_MLST_FLG,NUMBER(2),Null,R1,Non-Key
Sla Milestone,This is the reference entity for the milestones defined in CRM SLM,Sla Milestone Description,Description of the milestone,VARCHAR(255),SLA_MLST,SLA_MLST_DS,VARCHAR2(255),Null,R1,Non-Key
Sla Milestone,This is the reference entity for the milestones defined in CRM SLM,Sla Milestone Identifier,Same as Milestone Key coming from source,BIGINT,SLA_MLST,SLA_MLST_ID,NUMBER(18),Null,R1,Non-Key
Sla Milestone,This is the reference entity for the milestones defined in CRM SLM,Sla Milestone Key,The unique identifier for the milestone,BIGINT,SLA_MLST,SLA_MLST_KEY,NUMBER(18),Not Null,R1,PK
Sla Milestone,This is the reference entity for the milestones defined in CRM SLM,Sla Milestone Title Name,The milestone title,VARCHAR(255),SLA_MLST,SLA_MLST_TITL_NM,VARCHAR2(255),Null,R1,Non-Key
Sla Milestone Relation,,Sla Milestone Key,The unique identifier for the milestone,BIGINT,SLA_MLST_REL,SLA_MLST_KEY,NUMBER(18),Not Null,R1,PK/FK
Solution,The table contains resolutions to a problem,Creation Timestamp,"The date and time the workaround was
created",TIMESTAMP(6),SOLN,CRTE_TS,TIMESTAMP(6),Null,R1,Non-Key
Solution,The table contains resolutions to a problem,Resolution Description,Resolution Description,VARCHAR(4000),SOLN,RSLV_DS,VARCHAR2(4000),Null,R1,Non-Key
Solution,The table contains resolutions to a problem,Resolution Identifier,The resolution unique ID,VARCHAR(32),SOLN,RSLV_ID,VARCHAR2(32),Null,R1,Non-Key
Solution,The table contains resolutions to a problem,Resolution Title Name,Resolution Title,VARCHAR(255),SOLN,RSLV_TITL_NM,VARCHAR2(255),Null,R1,Non-Key
Solution,The table contains resolutions to a problem,Solution Description,Description of the problem/solution,VARCHAR(4000),SOLN,SOLN_DS,VARCHAR2(4000),Null,R1,Non-Key
Solution,The table contains resolutions to a problem,Solution Identifier,solution is number,VARCHAR(32),SOLN,SOLN_ID,VARCHAR2(32),Null,R1,Non-Key
Solution,The table contains resolutions to a problem,Solution Key,Generated Key based on Solution Key + Source System Code,BIGINT,SOLN,SOLN_KEY,NUMBER(18),Not Null,R1,PK
Solution,The table contains resolutions to a problem,Solution Source Identifier,Solution unique Id,BIGINT,SOLN,SOLN_SRCE_ID,NUMBER(18),Null,R1,Non-Key
Split Billing Contract,,Bill Statement Key,Generated Key based on Bill Statement Sequence Number + Source System Code,INTEGER,SPLT_BILL_CNTC,BILL_STMN_KEY,NUMBER(9),Null,R1+R2,FK
Split Billing Contract,,Contract Description,Contract Description,VARCHAR(255),SPLT_BILL_CNTC,CNTC_DS,VARCHAR2(255),Null,R2,Non-Key
Split Billing Contract,,Contract End Date,Contract End Date,DATE,SPLT_BILL_CNTC,CNTC_END_DT,DATE,Null,R2,Non-Key
Split Billing Contract,,Contract Identifier,Contract Identifier,VARCHAR(32),SPLT_BILL_CNTC,CNTC_ID,VARCHAR2(32),Null,R2,Non-Key
Split Billing Contract,,Contract Level Identifier,"""Indicates the level of the contract assignment:
1 = account level
2 = service instance group level
3 = service instance level
4 = global contract level
5 = account group level
6 = HQ (account and SI) group
7 = holds the discount contracts""",INTEGER,SPLT_BILL_CNTC,CNTC_LVL_ID,NUMBER(9),Null,R2,Non-Key
Split Billing Contract,,Contract Start Date,Contract Start Date,DATE,SPLT_BILL_CNTC,CNTC_STRT_DT,DATE,Null,R2,Non-Key
Split Billing Contract,,Contract Tracking Identifier,,INTEGER,SPLT_BILL_CNTC,CNTC_TRCK_ID,NUMBER(9),Null,R2,Non-Key
Split Billing Contract,,Contract Tracking Server Identifier,,INTEGER,SPLT_BILL_CNTC,CNTC_TRCK_SERV_ID,NUMBER(9),Null,R2,Non-Key
Split Billing Contract,,Contract Type,Contract Type,NUMBER(10),SPLT_BILL_CNTC,CNTC_TYPE,NUMBER(10),Null,R2,Non-Key
Split Billing Contract,,Customer Group Identifier,Unique internal identifier for tenant (MVNO),INTEGER,SPLT_BILL_CNTC,CUST_GRP_ID,NUMBER(9),Null,R1 +R2,Non-Key
Split Billing Contract,,Foreign Code,An external system’s identifier of a contract type.,VARCHAR(60),SPLT_BILL_CNTC,FRGN_CD,VARCHAR2(60),Null,R2,Non-Key
Split Billing Contract,,Element Identifier,"Product ID,or Null if there is no product associated with the contract",NUMBER(10),SPLT_BILL_CNTC,LMNT_ID,NUMBER(10),Null,R2,Non-Key
Split Billing Contract,,Split Billing Contract Key,Surrogate Key generated in EDW,INTEGER,SPLT_BILL_CNTC,SPLT_BILL_CNTC_KEY,NUMERIC(18),Not Null,R2,PK
Split Billing Contract,,Source Account Key,Generated Key based on Account Id + Source System Code,BIGINT,SPLT_BILL_CNTC,SRCE_ACCT_KEY,Number(18),Null,R1+R2,FK
Split Billing Contract,,Source Subscriber Identifier,Service number of parent account in hierarchy,DECIMAL(18),SPLT_BILL_CNTC,SRCE_SUBS_ID,NUMBER(18),Null,R2,Non-Key
Split Billing Contract,,Source Subscriber Key,Generated Key Based on Subscriber ID+ Source System Code,BIGINT,SPLT_BILL_CNTC,SRCE_SUBS_KEY,NUMBER(18),Null,R1+R2,FK
Split Billing Contract,,Source Subscriber Reset Identifier,Reset counter to uniquely identify the subscriber id,INTEGER,SPLT_BILL_CNTC,SRCE_SUBS_RSET_ID,NUMBER(9),Null,R2,Non-Key
Split Billing Contract,,Status,Status,INTEGER,SPLT_BILL_CNTC,STTS,NUMBER(9),Null,R2,Non-Key
Split Billing Contract,,Target Account Key,Generated Key based on Account Id + Source System Code,BIGINT,SPLT_BILL_CNTC,TARG_ACCT_KEY,Number(18),Null,R1 + R2,FK
Split Billing Contract,,Tenant Identifier,Unique internal identifier for tenant,INTEGER,SPLT_BILL_CNTC,TNNT_ID,NUMBER(9),Null,R2,Non-Key
State,"State identifies a Geographic Area that represents a first level legal and political subdivision of a country; for example, Virginia, Bavaria.",Country Key,GK based on Country Source Id+Source System Code,BIGINT,STAT,CNTY_KEY,NUMBER(18),Not Null,R1,FK
State,"State identifies a Geographic Area that represents a first level legal and political subdivision of a country; for example, Virginia, Bavaria.",Customer Group Identifier,Used to identify whether the record belongs to Group Consumer or Group Enterprise.,INTEGER,STAT,CUST_GRP_ID,NUMBER(9),Not Null,R2,Non-Key
State,"State identifies a Geographic Area that represents a first level legal and political subdivision of a country; for example, Virginia, Bavaria.",State Description,State Description,VARCHAR(60),STAT,STAT_DS,VARCHAR2(60),Null,R1,Non-Key
State,"State identifies a Geographic Area that represents a first level legal and political subdivision of a country; for example, Virginia, Bavaria.",State Key,Generated Key based on State Source Id  + State System Code,BIGINT,STAT,STAT_KEY,NUMBER(18),Not Null,R1,PK
State,"State identifies a Geographic Area that represents a first level legal and political subdivision of a country; for example, Virginia, Bavaria.",State Reference Identifier,Stet reference ID,VARCHAR(255),STAT,STAT_REFR_ID,VARCHAR2(255),Null,R1,Non-Key
State,"State identifies a Geographic Area that represents a first level legal and political subdivision of a country; for example, Virginia, Bavaria.",State Source Identifier,additional natural id will be added with same name according to guidelines and LDM-PDM alignment,DECIMAL(18),STAT,STAT_SRCE_ID,NUMBER(18),Null,R1,Non-Key
State Relation,,State Key,Generated Key based on State Source Id  + State System Code,BIGINT,STAT_REL,STAT_KEY,NUMBER(18),Not Null,R1,PK/FK
Staging Audit,,Staging Process Run Number,,INTEGER,STGE_AUDT,STGE_PROC_RUN_NO,NUMBER(9),Null,R1,Non-Key
Staging Audit,,Staging Extract Timestamp,,TIMESTAMP(6),STGE_AUDT,STGE_XTRC_TS,TIMESTAMP(6),Null,R1,Non-Key
